COMMENT_ID,AUTHOR,DATE,CONTENT,CLASS
LneaDw26bFvv8RbyHRBDnA-4Bb1lhF9UlpzJf_5FkWM,이 정훈,,"This great Warning will happen soon. ,0
LneaDw26bFst76VHKJL8PxaEy6VMNlvmriUDTSFK6vY,Ali Paša,2013-09-26T22:28:17.047000,Croatia &lt;3,0
LneaDw26bFvkAHxpKEnM25FYWkyXthsUpri6JuQsZnU,G Belrus,2013-09-26T22:26:12.832000,Nice one,0
LneaDw26bFtvZQt6JUEhasIEFRJG1exI_dVqdnQVPho,exode. comeback.,2013-09-26T22:23:00.710000,600m views.,0
LneaDw26bFunOarAg71AwGU6TJO6aZDKFIUn_TZ1_HY,Muhammad Shaeel Abbas,2013-09-26T22:15:45.476000,Fuck off!,0
LneaDw26bFt-oToUFj0z3vffLFNaxyKwZSIVQhiMx-E,Notorious Niko,2013-09-26T22:00:43.613000,""Hey guys im a 17yr old rapper trying to get exposure... I live in belgium where NO ONE speaks english so i have to resort to this gay SPAM...  Check out my 2 latest tracks as they are probably my best.. Audio isnt the best but im gonna invest in some real equipment for my next track..  Please Thumbs this up so others can see.. or hey dont just check me out yourself and leave a response and a like :D  Thanks in advance, you guys will be part of making my dream come TRUE   -Notorious Niko ",1
LneaDw26bFvpoWuT_30FVDq9XRmjOIn_01gQXnGANo4,Notorious Niko,,"Hey guys im a 17yr old rapper trying to get exposure... I live in belgium where NO ONE speaks english so i have to resort to this gay SPAM...  Check out my 2 latest tracks as they are probably my best.. Audio isnt the best but im gonna invest in some real equipment for my next track..  Please Thumbs this up so others can see.. or hey dont just check me out yourself and leave a response and a like :D  Thanks in advance, you guys will be part of making my dream come TRUE   -Notorious Niko ",1
z13csrxzhwnis5zg404cdxpyrpbvtdcocz40k,Boksu Boc,2015-05-23T08:36:40.952000,EMINEM&lt;3 <br />the best rapper ever&lt;3﻿,0
z13wtn0o5ueli5m4b04cdjnjqzb5xftz4hw,Chelsea Yun,2015-05-23T07:17:09.691000,i hate rap﻿,0
LneaDw26bFtSk2czbMLQl8KluoXusyGfmZ0u3D3dXek,media.uploader,,Check out my channel to see Rihanna short mix by me :),1
LneaDw26bFv2Ps-QqkMShtEbaXEAA7MO4d-ZFRdrrW0,Anthony Konstantinou,,Every weekend a new lyric video of Eminem here VIEW LIKE SUBSCRIBE,1
z12ojrdgoryvz5k4n04cidzimov5inlppto0k,Laura Winner,2015-05-23T05:14:55.214000,This song/video is such a trigger but it&#39;s just so good...﻿,0
LneaDw26bFvaBIGMY4DfxNzifyIUm7GOWp8Br9oySEk,DanteBTV,,Check Out The New Hot Video By Dante B Called Riled Up,1
z13mh5zhdtrcst5xs04cddwzqtz5yhapzf0,LUKAZ G,2015-05-23T04:45:12.703000,Was that Meghan fox??﻿,0
LneaDw26bFs9Rg2Ij9HjO7kLn-wwxZttoa9Dx9BEGzQ,armontre,,ayyy can u guys please check out my rap video im 16 n im juss tryna get some love please chrck it out an thank u,1
LneaDw26bFtHPL0j2tW4vknwh8imHXGX4vzYDmr2nhc,Jay Stevens,,COME SUBSCRIBE TO MY CHANNEL! ;-)  PLEASE!!,1
z13cztvzwlzawvszx04cfp3rdma0dlyonso0k,Maria Montana,2015-05-23T04:15:02.178000,"Awesome song!,congratulations!!!﻿",0
LneaDw26bFuMmBaTaA7SRY7EwUqxN2vHR8tDEuQfjRQ,BloodspitsMusic,,"Come check out our music channel! go check out the song &quot;Love Me&quot; by J.E.M.INI! If you do you are a very amazing person, thank you to all who check it out, if you don&#39;t check it out you&#39;re still an amazing person just for reading this post",1
LneaDw26bFvPh9xBHNw1btQoyP60ay_WWthtvXCx37s,janez novak,,share and like this page to win a hand signed Rihanna photo!!! fb -  Fans of Rihanna,1
LneaDw26bFvPh9xBHNw1btQoyP60ay_WWthtvXCx37s,janez novak,,share and like this page to win a hand signed Rihanna photo!!! fb -  Fans of Rihanna,1
LneaDw26bFuQPBnfEIFhEOee5UVNZ-dSDr4EIsxWocE,Adam B,,check out my page ADAM B BEATS 2013,1
LneaDw26bFtoHCZ_b-m1MyTEpaNHWvF8VmCFhVRFMgU,HEADSHOT946,,Look and shares my video please :D,1
z125w1ejhpqzinkmb23jej34rlabtjbkz,Rose Bruhns,,Check out this video on YouTube:﻿,1
LneaDw26bFtJyeoa9E-59ntF4zGVkZb4OaitZmuvNyw,Noise​Break,,Like &amp; Subscribe /watch?v=5tu9gN1l310,1
z12xyzfbixyuxf5wm04ccn2inoiyevdqwgo,PDV10,2015-05-23T02:32:21.664000,charlieee :DDDD (Those who saw Lost only will understand)﻿,0
LneaDw26bFsltJodWnZAafXscqrATBuKDM8-8lA4TQE,miamiscraziest,,LADIES!!! -----&gt;&gt; If you have a broken heart or you just want to understand guys better you should check out this underground book called The Power of the Pussy on AMAZON. Best book ever for us girls! Oh...and just a warning it&#39;s for 18 and over...lol,1
LneaDw26bFvSkELgnp-ZdS5ZiYbn_tFmogawXBUucN4,Ked Woodly,,COFFEE ! LOVERS ! PLEASE ! READ ! Check out a song I wrote and sing on You Tube called COFFEE LOVA.Type COFFEE LOVA like I spell it while your already on You Tube hit enter.Then look for video titled COFFEE LOVA hit enter and BLAST ! OFF !,1
LneaDw26bFtxWo398a4IB63xJxVOTtPd1Xqz0vPfw9s,Ractive,,"hey guy if you can please SUBSCRIBE to my channel im a young dedicated rapper i post videos everyday to improve  i write/perform/record/mix/edit/post everyday  i do a verse everyday (16 bars)to improve i&#39;m doing it for 365 days a whole year to improve right now i&#39;m on day 46  if you guys can please like this comment so everyone can see it and follow me on my journey/watch me improve everyday SUBSCRIBE PLEASE I&#39;m lyrical and i keep it real  help me reach my dream,help me build a fan base,THANKS(:",1
z12wyxvyuyiach5og04cclng3ujizpmbtg0,dmrc43,2015-05-23T02:13:21.735000,so many comments.﻿,0
z12qv3vybobijlzot04cjvqwxrnvvlzrs50,Unitedstates America,2015-05-23T02:13:15.643000,"Getting too 1billion views, holy moly.!!!﻿",0
z13rzhjaxxr3z1t4504ccvlp1uqnddvqoyg0k,Kate Love,2015-05-23T01:14:31.812000,Best song﻿,0
LneaDw26bFvjY8Hcx4VMm_TW6lDgVntTQMvU8NjWnEU,FaZe MinEz,,SUBSCRIBE TO ME! I MAKE MUSIC!,1
z12zz5eqkxqfzxcof04cjfow2lf5c53hbcc,Nader sheckler,2015-05-22T23:24:03.588000,#1 song in world even in 2015﻿,0
z12agzlqdsjwthnkc23sfxaofvjoevvx204,Lily Barboza,2015-05-22T22:36:11.416000,Hi loving it﻿,0
LneaDw26bFtE0-kLDaaiizhZVUyP1tE0FLTPo6TPFPY,Amir bassem,,subscribe me if u love eminem,1
z12wddhwuqintd14y04cif5i5z3vxjfwd5s,Elsa Ekokobe Rønning,2015-05-22T22:19:43.707000,Lol thats the guy from animal planet and lost. And the girl is megan fox i think hahah ﻿,0
z12scbmwdyaogtjcc223gjn4dpzmerkt3,Angie Schear,2015-05-22T16:01:46.636000,This song is true because it is insane because boys will do this to a girl and it is not true that people say that a guy will never do it to a girl but boys YOU LIERS NOW STOP TREATING US GIRLS THIS WAY YOU ALL SUCK!﻿,0
z13gdxtwjrjoczd5h04cejcqqpedxxoyn34,Aleesha Hoover,2015-05-22T14:44:13.619000,Love the video ﻿,0
z13affyr3pbbxv0ur235g3dptufrtb5zl04,Manikencheto Metodiev,2015-05-22T13:13:00.927000,Hello I&#39;m from Bulgaria﻿,0
LneaDw26bFuH6iFsSrjlJLJIX3qD4R8-emuZ-aGUj0o,Amir bassem,,if u love rihanna subscribe me,1
z12jutrbiwf4x3mn4224ht3bsn3bwrfqz04,Laighla Owens-Teague,2015-05-22T12:37:59.803000,Eminem rap can be easy for a boy but I can do that﻿,0
LneaDw26bFuH6iFsSrjlJLJIX3qD4R8-emuZ-aGUj0o,Amir bassem,,if u love rihanna subscribe me,1
LneaDw26bFspwHUoVH2c1_LONmdspcoJ2HoRzSx0cV8,Jason Viens,,CHECK OUT MY MUSIC VIDEO ON MY CHANEL!!!,1
LneaDw26bFulIEwMLpMhW9hdZ7Zlfu8GwVEpN5x1LXc,killtheclockhd,,check out our bands page on youtube killtheclockhd - check out some of our original songs including &quot;your disguise&quot;,1
LneaDw26bFsZ8_-MJ2YdPL4dt9_QKyP6RI_K_Gt7jIM,LaMusician,,could you guys please check out my channel for hiphop beats?,1
z13wxtdpeznid12et23ogtd4zoyvzbnoz04,Sonny Carter,2015-05-22T11:46:35.988000,I love this song sooooooooooooooo much﻿,0
LneaDw26bFuKSv_W4OOCnX-bIBR37W0G13MKHZrFVzI,Terry-Lee Mackenney,,everyone come and check out the new GTA 5 Gameplay right Here : /watch?v=6_H0m5sAYho,1
z13ucdta5ub5djl1d235wndifoybg5lkt,Amie Rutledge,,Check out this video on YouTube:﻿,1
LneaDw26bFtALaOnhQgvfdsxEfR5GGMiiqg8sneY-xg,Drake Gagne,,Hey guys I&#39;m 87 cypher im 11 years old and Rap is my life I recently made my second album desire ep . please take a moment to check out my album on YouTube thank you very much for reading every like comment and subscription counts,1
z13ryrrbkny0czdvv23vizoopmmmgxtax04,Angie Medina,2015-05-22T10:58:24.072000,Eminem - Love the way you lie ♥ ♥ ♥﻿,0
LneaDw26bFusJ2z8NldBy-Z5iwzOQ6CPi1ryYyOhzD4,Drake Gagne,,Hey guys ready for more 87 Cyphers back check out my video on YouTube. NEW ALBUM IS OUT CHECK IT OUT. MORE MUSIC TOMORROW THANKS FOR READING,1
LneaDw26bFtI-0_UfYJ5VmhFKI63wbPsqzmdZkuvXd4,Andrew Guasch,,Hey if you guys wouldnt mind...could you check out my boys and my music...we just made a real lyrical song...search DNA Andrew Guasch...I appreciate it. Leave some real feedback and keep Hip-Hop alive,1
z13kuhmwfyvkw5fii04chjfr4yfnvrcht5k,Intan  Nadia,2015-05-22T09:38:22.793000,Is that girl is Megan fox ﻿,0
z12oczujeqz2xn2lq234ijdzurmdynx5m04,Quinn and Mia Channel MattyB101,2015-05-21T22:48:59.766000,So freaking sad...﻿,0
LneaDw26bFuR9smjLJUhkDMS-5WcFp80WGZVHVi9Tsw,Butter Forbes,,Hello. I only made ONE Eminem song on my channel. Could you guys just put A LIKE on it please? Don&#39;t need to subscribe. Thanks.,1
LneaDw26bFvgKZJfckgl7OJXXu6v0YtHfhlRTURbhdY,Ractive,,"hey guys if you guys can please SUBSCRIBE to my channel ,i&#39;m a young rapper really dedicated i post a video everyday ,i post a verse (16 bars)(part of a song)everyday to improve i&#39;m doing this for 365 days ,right now i&#39;m on day 41  i&#39;m doing it for a whole year without missing one day if you guys can please SUBSCRIBE and follow me on my journey to my dream watch me improve, it really means a lot to me  thank you (:, i won&#39;t let you down i promise(: i&#39;m lyrical i keep it real!",1
LneaDw26bFu8sZa1D5wQdex0wG1IYwFiZL4s3M0h2X8,M.E.S,,hey its M.E.S here I&#39;m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential,1
z12rhdkrvvy3hd42c23whdeavkjdxnimg,viviane trinh,2015-05-21T22:35:35.753000,i like the lyrics but not to music video﻿,0
LneaDw26bFs3BLHRkaxpe2sWBWSCyXU7mlRbxEYSvQg,Greg Fils Aimé,,"I hope everyone is in good spirits I&#39;m a hard working student who&#39;s also a passionate singer I look foward to the day when I can make my own music to share But for now I&#39;ve just been doing covers. Check out my channel, I&#39;ve done Covers of Miley Cyrus, Imagine Dragons, Lana Del Rey, Drake, Macklemore, Pink and countless others.  Subscribe only if you want to. My goal isn&#39;t to become famous but to  inspire FYI this isn&#39;t spamming, everyone has a right to freedom of speech. Thanks ",1
LneaDw26bFsI21zTVPXTHR0k0-oXBY--24NIE1lGPuk,rap classics,,check out my channel for rap and hip hop music,1
z13zdpqz0qflhrha104cdxir0pbct3v4iys0k,France Silva,2015-05-21T21:54:55.768000,BR﻿,0
LneaDw26bFs2opcXPZ0Hnufen7TS94xBoLm5NO5l30U,Adam B,,adam b beats check out my page,1
z13qczlqnoqajv4rd04ci5arplmksbi5yq00k,Andrew Willigar,,"<a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23Awesome"">#Awesome</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23Share"">#Share</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23RT"">#RT</a> Eminem - Love The Way You Lie ft. Rihanna <a href=""http://ow.ly/2zME8f"">http://ow.ly/2zME8f</a>﻿",1
LneaDw26bFsnJbhjejnJC_J6d5sHIH1B9UYVbAUc9KM,M.E.S,,im M.E.S an aspiring young rapper with high hopes.  i know you will not click this link and check out my channel. you just dont want to.  well its your choice. in fact you know what DONT CLICK,1
z130zx3rrzagwzclr23vxjypimviff23m,Huda Salah,2015-05-21T21:34:27.615000,Looooved ﻿,0
z12pvhp42ouayd1xx04cgl4a4wu3sxmqnlw0k,SBG | Zombies,2015-05-21T20:37:21.421000,We need to get this to 1 Billion Views!!﻿,0
LneaDw26bFtY8pq4RbqsCPRkV04NOObMB3THlsTf9og,superfacoo,,"Hey? Everyone Please take a moment to read this. I work my ass off hoping to make it into the music industry but its hard to? get people to hear you when you don’t have money for advertisements and exposure I am a Young Artist who has dreams and goals like everybody else Please take 30 seconds and visit my channel You don’t have to like? me, just give me a chance to prove my talent Also, please take just 1 second of your life and Thumb this comment up it would be Super Helpful.",1
z13twpph2vq5zv15k04cixdrfubnxh3oqz40k,Seth Ryan,2015-05-21T20:04:42.844000,Amazing﻿,0
z13zc5rw3l3vw1fey23rehuylwzfcx5rt04,Seth Ryan,2015-05-21T20:04:36.016000,Almost a billion﻿,0
z12ittrwwxexxzwve23rehuylwzfcx5rt04,Seth Ryan,2015-05-21T20:04:26.473000,Great song﻿,0
LneaDw26bFuhuiZ8uX6C-qYLIsOFj9BIWtKWtCz870c,Lizzy Molly,,PLEASE CHECK OUT MY VIDEO CALLED &quot;WE LOVE MIND MASTER IT&quot; THANKS,1
LneaDw26bFvhyHSmfm28L9EGvDJ-bou6Ze3cVbgCtgU,marion guy,,Okay trust me I&#39;m doing a favor. You NEED to check out this guy named Columbus Nelson on YouTube.,1
LneaDw26bFsdjmaguMUCSqsUShQZWX4FLU2c58BV1mM,diabeat diaBEAT,,I agree they are just damn spammers. They suck. Im trying to do the same and get known. I know the feeling. I will help you out and leave likes and comments on your page. I hope you could do the same and maybe subscribe to me that would be awesome thanks,1
LneaDw26bFvA7_ot-Z3kQHP4GTE3g_Zc2fsfdZ4COpI,Adam B,,adam b beats check out my page 2013,1
LneaDw26bFtdk45hGIs0TDD3NHx1srFG99yWWbEIXG0,Domen Kristan,,CHECK OUT THESE LYRICS /watch?v=yUTTX04oyqQ,1
z132g5pqsr3wi3x5s04cerbyxuipctqg0hk,scott boshaw,2015-05-21T19:57:17.180000,"I don&#39;t understand this song, I have had the passion for women feel like im losing my mind but i don&#39;t understand the ideas of loving the the way someone lies.....﻿",0
LneaDw26bFsPpgYyHcGAJk2dyALknpZ1ITQKBmY32HI,Chelsea Cameron,,*****PLEASE READ*****  Hey everyone! I&#39;m a 19 year old student  who loves to sing.  I record and upload covers on my channel. I would love if you could check them out.  Just give me a chance. You don&#39;t have to thumbs up or subscribe (But you can if you like what your hear)  Just listen. I&#39;d really appreciate.  ~THANK YOU for your time. ~,1
z13zudmjvnayvjjfq232xdtghk33thhtk,Juan Aimar,2015-05-21T18:52:17.472000,Anybody else here in 2015?﻿,0
LneaDw26bFuiTZZU8HrWJPqWfqnrKTtUXy7-rTnPwfU,Lil M,,"Hi I&#39;m lil m !!! Check out love the way you lie!!!! My live performance and many others,,, videos and my own lyrics!!!!! Thanks",1
LneaDw26bFuKZRaKv1u8jqanxsDr6RJraSjf2FfE1_Q,AdmiralMusclebeard,,I&#39;m subscribing to you just because your comment was that great.,1
z134i3ya3xn2cthzj04cef445l21ylwxzmc0k,Smitty Werben Jaggerman Jensen,2015-05-21T18:44:38.982000,I like the Mmph version better﻿,0
LneaDw26bFuULuFdET2q7Xmn9oRQXq3oLyk8736meZ0,Kate Hermamn,,Terrance. .thank you for serving our country. How do i &quot;like you&quot; or &quot;subscribe&quot;?,1
z13hijmrykjqerofg22ktxgzuw3yhrbgl04,Gergő “Vlog14” Csatornája,2015-05-21T18:34:39.389000,Thumbs up if you listen this in 2015.﻿,0
LneaDw26bFvuJSk9kaYj6_W0OBzf4mgoIFuYUzJMheY,Brandon Thaler,,Hey everyone check out my channel leave a like and subscribe please and if there is a song you want me to do post the name in the comments and I will get on to it(: Thanks,1
LneaDw26bFtRu4tHavOZ4hr-PDVn2oz-9B1QtAfp6pc,david rodriguez,,do you want to make some easy money? check out my page tvcmcadavid.weebly . com dont miss out on this opportunity,1
LneaDw26bFu8afPj-GzbZYFHKXzdkhupARKxWs82nbQ,Dominic Randall,,Hi everyone. We are a duo and we are starting to record freestyles and put them on youtube. If any of you could check it out and like/comment it would mean so much to us because we love doing this. We may not have the best recording equipment but if you listen to our lyrics and rhymes I think you&#39;ll like it. If you do then please subscribe and share because we love making these videos and we want you to like them as much as possible so feel free to comment and give us pointers! Thank you!,1
LneaDw26bFuaZPTjLG-5OtrrXQgL6TPsWkeKzNnMJ0c,Unbeweavable Co,,For all you ladies out there......  Check out this link!  You&#39;ll find the hottest hairstyles and the latest trends for women!  Go to this site and you&#39;ll upgrade your hairstyles and fashion senses to a higher level!  Don&#39;t get left behind!     ---&gt;   goo.gl\BxrOSR,1
z13eenia5rqwhvmyw04cgt441wapvbkakzo0k,faisal joy,2015-05-21T18:24:19.018000,Hi I am from bangladesh 💜﻿,0
z13isrygru30wbjmy23refqxdzizyp3xy04,Ala Fatah,2015-05-21T18:00:06.674000,Is that Megan Fox?﻿,0
z12yupsicr33xvw5p04cglpwizi2tboyzgc,T MAN,2015-05-21T17:41:48.433000,Fire..﻿,0
LneaDw26bFtpMGuaegzvwo3PCtnpRUXnTXAHz_DzpKA,GhostPoet100,,EMINEM FANS!!!  - Check Out The New Song &quot;FEELIN&#39; GOOD&quot; By J-D-P  Just Click The &quot;GHOSTPOET100&quot; Link Above This Post  Thank You All...,1
LneaDw26bFtLCuPUezUBnuN6f0sN3V3nso0Yllu9mKU,Terry-Lee Mackenney,,Hi Guys im an Upcoming Rapper if you could check out my channel and tell me what you think maybe subscribe or like i would really appreciate it all HATERS are welcome to :) thanks,1
LneaDw26bFvq7Rq_343ImPD-uDHf2clFCLMRkYqXPX4,Tiffanythebest,,"CHECK OUT THIS NEW VIDEO I MADE CALLED &quot;WE LOVE MIND MASTER IT&quot;, THANK U SO MUCH ",1
z13gdjzydor2enadz23ezhxpyxilvrtak04,Gail Weir,2015-05-21T16:53:59.328000,I love the way you lie﻿,0
LneaDw26bFvk4DAhUcCJKLzujguS_mf4eS_LdZjARzE,M.E.S,,hey its M.E.S here I&#39;m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential,1
z12uxxzoxvexs1mdr23yvddbpl33gr4mf,Chris Bieber,2015-05-21T15:55:45.911000,Love the way you lie II is nicer in my opinion. :D﻿,0
z12kylpz1wzwgt0pd04cjptp4wjxjdeotnk0k,Levi Cole,2015-05-21T15:03:22.787000,Almost to a billion :)﻿,0
z12uefkbwv2md3dbz04cg3yoqp2ngfgibqg0k,Ashley Jsade,2015-05-21T14:36:34.512000,If you are a person that loves real music you should listen to &quot;Cruz Supat&quot;<br />He is awesome as fuck!!! Just as eminem used to be.﻿,0
LneaDw26bFvxJlVsbYMPkvV3LnT9JOJjEg5OsTN9pMo,Josh Dummett,,Also check out D.j.j where do i go now and road to recovery,1
z121z5mziy20ybch504cdziq1rvcev5apg4,Furashious,2015-05-21T12:41:55.505000,Charlie got off the island and dated Megan Fox? b-but what about claire?﻿,0
LneaDw26bFtl5IRz0aJhyk-Id8DQ1p28SKectuNzbmE,Davide Puzzanghera,,Hi guys ! !  Check Out My Remixes ! !  Thanx You&#39;re Great ! ! SWAG ! !,1
LneaDw26bFuk1aaBCiVITRxuEwAmzBtVcQi3QZSFkYY,AvidorFilms,,"Please check out my youtube channel! Just uploaded my first youtube video please check it out, you will not regret it!",1
z12qy53q0kfzxby4304cflvpxnr1gxjrlrg0k,nepart maxx,2015-05-21T11:46:27.413000,Eminem best rapper all the time﻿,0
z12rdtlarmrzxhuba04cibjomsiqi3ij00g,Paul Buxton,2015-05-21T11:12:22.066000,Omg! This guy sounds like an american professor green﻿,0
z123wdtwhmnngjhat04cgtu5oyibstyopnw0k,vZoqwa,2015-05-21T09:48:06.926000,thumbs up if you think this should have 1 billion views﻿,0
z13eznubuwixt3aae04cgb150t2nup2ba3o,Vence Cerbo,2015-05-21T09:19:36.091000,Lemme Top Comments Please!!﻿,0
z12kf5dyltrijhepb04ccltibzijd5wa1mc0k,liu hui (dukegod),2015-05-21T05:12:43.987000,i love this song﻿,0
z13ihhrakmndxblzo04chpp53nn2xbja1fc,Emma Halbrook,2015-05-21T04:46:05.790000,My favorite song 💗💗💗💗﻿,0
LneaDw26bFuYnpb0cG3d_koRWn2FHQ6OFrPiqjFHeEs,Beats ProdByATHS,,tryna work with some rappers check out the ones i already have on my channel,1
LneaDw26bFt75QYI94b9j7RqQCUgwrDwiHbnb1uwpxo,RaMpAgE420,,Check out Berzerk video on my channel ! :D,1
z13ehf4g5z2rivxhm04cfjdyhl2kwljzsjs,Andrés Nuñez,2015-05-21T02:11:54.710000,super﻿,0
LneaDw26bFuisc-qZu0BerSXLLjgKlxUD59lcMA8W_E,Stricker Stric,,eminem new song check out my videos,1
z12jt1dbdpbvzzyi304cdxr4cwqkgrild,Susan Ambs,,Check out this video on YouTube:﻿,1
LneaDw26bFsNko3TEEPMTxWPlFophSSKkSqvjRsENU8,arrgh garry,,"My friends wife earns 4000DOLLARS a month ,you can do it do if you want to be a wwhore ,you can not get these type of wages for working from home on a PC taking surveys ...dont believe that shit,just because yahoo and other are taking their money does not mean they are LEGIT ..Please like this so the MSG gets thru to vulnerable  people Like eminem used to be ",1
LneaDw26bFuUhekP0nDAiaqnW5sf4OD14dIjY-1o63c,RapStarz Coleman,,Subscribe To Mê Please Guys,1
LneaDw26bFvRgBzOd9MQ1jh0Cmt8vuPTQvOZboi-s24,Nicholas Reed,,"this is the 4th most watched video on youtube. and hes the 21 most subscribed channel on youtube, just recentley surpassing justing bieber and is less then 1,00 subs away from beating taylor swift",1
LneaDw26bFsMrQMk1vC-RxTxjmpFlt5sKz8Vo1_wIas,M.E.S,,hey its M.E.S here I&#39;m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential,1
z12gdzyrqwvtvxfek230jnvp1zf4hjl3w,Carolina Sanchez Cifuentes,2015-05-21T01:06:57.289000,Love you﻿,0
LneaDw26bFtHv3jHn8C0y5MliNA2oqkPogUL4HmsZPQ,Lil M,,Lil m !!!!! Check hi out!!!!! Does live the way you lie and many more ! Check it out!!! And subscribe,1
LneaDw26bFt-gGO-C3czQDS4cqE7xJfKoKqWmMIlSWc,HOTFUZZOFFICIAL,,"Hello to everyone! Please check out my video: /watch?v=2b4WyWpHi8c It takes just 2 minutes, hope I don&#39;t ask too much. If you can&#39;t help me just Like &amp; Share the video please, so more people will see it. Thumbs UP, it would mean so much to me, maybe will make my dream come true. Thanks to everyone, GOD BLESS YOU ALL!",1
LneaDw26bFuFgDF5yE6Udiuv2lqie4iaimFPdN7rvYk,Nikola Vejionvic,,/watch?v=aImbWbfQbzg watch and subscrible,1
z12qg5voponpgxwot04ci3txdw24ejr431g,Jp Galeanoo,2015-05-21T01:05:43.761000,I  love you Eminem﻿,0
z13pup2w2k3rz1lxl04cf1a5qzavgvv51vg0k,geraldine lopez,2015-05-20T23:44:25.920000,love the you lie the good﻿,0
z121hftrpqicztwq404cjvvzknqoupxxsxw0k,Daniel Tabatabai,2015-05-20T22:58:46.199000,still listening in 2015﻿,0
LneaDw26bFuADByLeh7RnEltROTIUCqeYYXmt51DT2g,M.E.S,,hey its M.E.S here I&#39;m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential,1
z12jy5544qedxbgfq235ufyqbxqkzxbjl04,Brian Fletcher,2015-05-20T22:52:14.890000,Eminem rocks!﻿,0
LneaDw26bFsw47hS3RAHCBj_uNPFQNZVbUVyx5Rh9zk,KOZZI RAP,,CHECK OUT MY YOUTUBE VIDEOS FOR FUNNY AND COOL RAP,1
z13mxl3zavzfc55as04ccf4ifo2textrofs,Honesty Wright,2015-05-20T19:58:06.997000,hay my is honesty wright i am 12year old  i love your song thank you for makeing this song i love this song so much sometime harts can get breaken  people kill  they self or go cazzy i  love you so much thanks 😱👏keep on go  make  sure you doing your   dream is comeing rule  good luck﻿,0
z12midepsoiuxzmh304cjt0ihn3js1k4f1c,Marcellus Scates-nash,2015-05-20T19:58:01.440000,awesome﻿,0
z12pwjsybq35ux1kd22cddmjpunribtzf04,Ikram Riani,2015-05-20T18:53:35.943000,I lovet﻿,0
LneaDw26bFv9y-1cf9oawnpCocMFtK6HXTRuoffJR2k,Complete Pranks,, Subscribe and like my video please,1
LneaDw26bFs2GO5DvyLUXUhG7rNJ-Gb4pMhtnYgCRmY,ryan cooper,,subscribed :) btw you have a good style keep it up brother :)),1
LneaDw26bFvwhMGEs3mKR9qcJjIwC7L04F9DEGkLQfY,Drake Gagne,,I KNOW YOU MAY NOT WANT TO READ THIS BUT please do  I&#39;m 87 Cypher an 11 year old rapper I have skill people said .my stuff isn&#39;t as good as my new stuff but its good please check out my current songs comment and like thank you for reading rap is my life,1
z12lxrwx2vmxwv4m422dz30wmzbjfji4r04,Joao Victor Canassa,2015-05-20T17:41:30.002000,Charlie from Lost!﻿,0
z12mwbgxhxvjez3xb04cg1wxrvnytzrq5kk0k,Mortal 2,2015-05-20T16:32:56.261000,Eminem THE BEST !﻿,0
LneaDw26bFtxoMQMT4RjErJZWpjMtHBcA7QsnHKvXRI,jacobvine2000 .,,"Usually guys I would vote people like this down but actually check out his channel, it reminds me of a smaller version of 8 mile. Give this guy a chance since everyone has to start somewhere!",1
z13mchmibkr2irldm235xnn5umjruplia04,Vevo Ny,2015-05-20T15:34:47.099000,❤️❤️❤️﻿,0
LneaDw26bFt3FLe7NEx2Gc7jToE3LwT1LrpIpyY48E8,KOZZI RAP,,hello friends. i am a young 15 year old rapper trying to make something out of nothing..Please can you take a second of your life and check out my videos and help me reach my Dreams! GoD Bless YOU,1
z12ahr2ittmsjrtpd04ccrqiklvvu3uqiew,Giovanni Satta,2015-05-20T09:10:44.658000,beautiful song!﻿,0
LneaDw26bFsYJ3OzV2q22gR6I5MvSlIF8ve1WpZHnqg,KOZZI RAP,,CHECK OUT MY CHANNEL BOYS AND GIRLS ;),1
LneaDw26bFtlox7jDN60_ys-XolAIlgwwc5y6aEKR68,M.E.S,,hey guys i know its annoying getting spammed sorry bout that but please take a moment to check out my channel  IM A RAPPER with DECENT skills. i want to share my music with more people so take a listen   THUMBS UP SO MORE CAN SEE THIS,1
z12gzbzzzkvwtj5zr04cjf4q0yeztldz4ic,Hazeandrymojilip Hazeandrymojilip,2015-05-20T03:47:31.476000,best rap ever﻿,0
