Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
10/18/2008,Canberra,6.7,24.7,0,5.4,8.6,NW,43,N,NW,4,20,80,31,1025.7,1022.2,1,7,12.7,23.7,No,0,No
10/19/2008,Canberra,8.3,28.5,0,5.8,9.8,NW,46,W,NW,2,26,66,30,1024.1,1019.8,1,6,16.8,27.4,No,0.2,No
10/20/2008,Canberra,11.3,27.4,0.2,7.6,12.1,NW,52,SE,NW,6,31,60,20,1021.4,1017.5,1,1,16.4,26.3,No,0,No
10/21/2008,Canberra,9,20.6,0,9,6.2,ENE,39,S,SW,11,11,54,28,1022.3,1018.6,7,5,11.4,18.5,No,0.8,No
10/22/2008,Canberra,3.4,15,0.8,4.8,11.7,S,70,S,S,35,37,43,24,1023.4,1023.1,1,5,8.3,14.3,No,0,No
10/23/2008,Canberra,3.2,18,0,7.4,12.2,SSE,48,SSE,S,26,15,47,25,1026.6,1022.8,1,2,9.1,16.3,No,0,No
10/24/2008,Canberra,0.9,20.7,0,5.4,8.4,NNW,39,SSE,N,2,17,71,29,1023.2,1018.4,3,8,9.4,19.1,No,0,No
10/25/2008,Canberra,3.3,25.5,0,5.2,10.8,N,43,N,NNW,4,19,57,16,1018.8,1014.6,0,3,12,24.8,No,0,No
10/26/2008,Canberra,7.9,26.1,0,6.8,3.5,NNW,43,NA,WNW,0,19,45,20,1017.6,1014.2,5,8,16.3,25.9,No,0,No
10/27/2008,Canberra,9,30.7,0,7.6,12.1,NNW,76,SSE,NW,7,50,38,15,1016.1,1010.8,1,3,20.4,30,No,0,No
10/28/2008,Canberra,7.1,28.4,0,11.6,12.7,N,48,NNW,NNW,2,19,45,22,1020,1016.9,0,1,17.2,28.2,No,0,No
10/29/2008,Canberra,12.5,19.9,0,8.4,5.3,ESE,43,ENE,ENE,11,9,63,47,1024,1022.8,3,2,14.5,18.3,No,0,No
10/30/2008,Canberra,12.5,26.9,0,5,7.1,NW,46,SSW,WNW,6,28,69,39,1021,1016.2,6,7,15.8,25.9,No,0,No
10/31/2008,Canberra,12.3,30.2,0,6,12.6,NW,78,NW,WNW,31,35,43,13,1009.6,1009.2,1,1,23.8,28.6,No,0,No
